codigo_de_up,descripcion_corta,descripcion_larga,codigo_eic,tipo_de_produccion,negocio,ambito_de_actuacion,zona_de_regulacion,tipo_de_up,sujeto_del_mercado,potencia_maxima_mw
UPESC5,ESCUDEROS ,ELAWAN FOTOVOLTAICA ESCUDEROS 5 SL,18W000000000RMGO,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"33,6"
UPESCA,UPESCA,UPESCA,18W000000000VGME,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"13,3"
UPESCA1,UPESCA1,UP ELAWAN ESCATRON 1,18W000000000TT5H,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"25,6"
UPESCA2,UPESCA2,UP ELAWAN ESCATRON 2,18W000000000TT7D,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"25,6"
UPESCA3,UPESCA3,UP ELAWAN ESCATRON 3,18W000000000TT99,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"25,6"
UPESQUE,ESQUEDAS,UP SUNRISE VENTURES 1 ESQUEDAS,18W000000000QEN1,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"12,5"
UPESTN,UPESTN,UPESTN,18W000000000USU3,Eólica terrestre,Venta,España,SZR,Generación,GNRA,"6,7"
UPETE,UPETE,UPETE,18W000000000T0PR,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"5,5"
UPETR,UPETR,UPETR,18W000000000UJIH,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,0"
UPFCENT,UPFCENT,UP PLANTA FOTOVOLTAICA CENTURION,18W000000000RATY,Solar fotovoltaica,Venta,España,SZR,Generación,ECYR,"116,5"
UPFED,UPFED,UPFED,18W000000000T04W,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"5,0"
UPFLOR,UPFLOR,UPFLOR,18W000000000R75H,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"25,0"
UPFLORI,REN SAMCA,UP RENOVABLES SAMCA SA,18W000000000QGG9,Solar térmica,Venta,España,SZR,Generación,IGNIS,"49,9"
UPFON,UPFON,UPFON,18W000000000UODC,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,7"
UPFORT,UPFORT,UPFORT,18W000000000V0SD,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"36,3"
UPFRAHI,UPFRAHI,UPFRAHI,18W000000000RB55,Solar fotovoltaica,Venta,España,GN3 ,Generación,GNRA,"30,0"
UPFVSER,SERANTES,PARQUE SOLAR SERANTES,18W000000000RFCG,Solar fotovoltaica,Venta,España,SZR,Generación,LUM1,"0,0"
UPGAN,UPGAN,UPGAN,18W000000000RN0G,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"30,0"
UPGAPI,UPGAPI,UPGAPI,18W000000000UXXJ,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"1,8"
UPGARI,UPGARI,UPGARI,18W000000000V0RF,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"36,3"
UPGARNA,UPGARNACHA,UP GARNACHA SOLAR SL,18W000000000S8ET,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"114,4"
UPGAZ1,UPGAZULES1,UP GAZULES 1,18W000000000SPXE,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"45,8"
UPGAZ2,UPGAZULES2,UP GAZULES 2,18W000000000SPYC,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"45,8"
UPGDAS,UPGDAS,UPGDAS,18W000000000UXYH,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"3,8"
UPGER2,UPGERENA2,UP GERENA 2,18W000000000SZ53,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"43,4"
UPGETES,UPGETES,UPGETES,18W000000000NPS7,Gas Natural Cogeneración,Venta,España,SZR,Generación,SEDAE,"41,3"
UPGINES,GINESTAR,UP VENTA DEL GINESTAR,18W000000000RDCM,Eólica terrestre,Venta,España,IGE ,Generación,IGNIS,"48,0"
UPGLIC,UPGLIC,UPGLIC,18W000000000UXZF,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"1,8"
UPGON,UPGON,UPGON,18W000000000T0VF,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"7,0"
UPGR025,UPGR025,UPGR025,18W000000000MDV4,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"10,0"
UPGR026,UPGR026,UPGR026,18W000000000MDW2,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"10,0"
UPGR027,UPGR027,UPGR027,18W000000000MDX0,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"7,2"
UPGR028,UPGR028,UPGR028,18W000000000MDYZ,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"6,6"
UPGR030,UPGR030,UPGR030,18W000000000SPI7,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"7,9"
UPGR031,UPGR031,UPGR031,18W000000000SVU2,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"4,5"
UPGR032,UPGR032,UPGR032,18W000000000SVV0,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"2,3"
UPGR033,UPGR033,UPGR033,18W000000000TODG,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"2,5"
UPGR034,UPGR034,UPGR034,18W000000000TOEE,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"4,0"
UPGRIE1,UPGRIE1,UPGRIE1,18W000000000TBJ6,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"44,0"
UPGRIE2,UPGRIE2,UPGRIE2,18W000000000TBHA,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"44,0"
UPGUARD,UPGUARDIAN,UP GUARDIAN AMARENCO,18W000000000S0J6,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"32,0"
UPGUICO,UPGUICO,UPGUICO,18W000000000RB63,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"5,5"
UPGUITA,LA GUITA ,UP FV LA GUITA,18W000000000QQVN,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"43,5"
UPGUUF,UPGUUF,UPGUUF,18W000000000UY08,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,5"
UPHOY,UPHOY,UPHOY,18W000000000T0WD,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"20,0"
UPIER1,UPIER1,UPIER1,18W000000000SIPE,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"13,0"
UPIER2,UPIER2,UPIER2,18W000000000SIRA,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,0"
UPIZNI,UPIZNI,UPIZNI,18W000000000UQ6K,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,7"
UPJAB,UPJAB,UPJAB,18W000000000T3HY,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"1,0"
UPJALON,UP JALON,MOLINOS DEL JALN SA,18W000000000QG9N,Eólica terrestre,Venta,España,IGS ,Generación,IGNIS,"49,5"
UPJENAR,UP JENARIZ,UP JENARIZ PE NAVARRA,18W000000000R3EB,Eólica terrestre,Venta,España,IGS ,Generación,IGNIS,"63,0"
UPJER,UPJER,UPJER,18W000000000UY16,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"1,4"
UPJERE,UPJEREZ20,UP JEREZ 2020,18W000000000UWVQ,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"9,8"
UPJILG,UPJILGUERO,UP JILGUERO SOLAR,18W000000000URJS,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"44,0"
UPKEN1,UP KENIA 1,UP KENIA SOLAR 1,18W000000000T8SY,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"34,7"
UPKEN2,UP KENIA 2,UP KENIA SOLAR 2,18W000000000T8UU,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"34,7"
UPKEN3,UP KENIA 3,UP KENIA SOLAR 3,18W000000000T8WQ,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"34,7"
UPKEN4,UP KENIA 4,UP KENIA SOLAR 4,18W000000000T8YM,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"34,7"
UPLAGU,UPLAGUARD,UP LA GUARDIA,18W000000000T2V9,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"40,0"
UPLAS,UPLAS,UPLAS,18W000000000UY24,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,4"
UPLINI,UPLINI,UPLINI,18W000000000UY40,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"1,8"
UPLIT,UPLIT,UPLIT,18W000000000T011,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"10,0"
UPLLA,UPLLA,UPLLA,18W000000000SUHV,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"3,2"
UPLLAP,UPLLAP,UPLLAP,18W000000000UY5Z,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,1"
UPLLIC,UPLLIC,UPLLIC,18W000000000VDZY,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"4,0"
UPLMP,UPLMP,UPLMP,18W000000000T07Q,Eólica terrestre,Venta,España,SZR,Generación,GNRA,"38,5"
UPLSU,UPLSU,UPLSU,18W000000000UY6X,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"1,5"
UPLUBIA,ALTOSLUBIA,UP ALTOS DE LUBIA,18W000000000QEPY,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"14,6"
UPLUZ1,LA LUZ I,ALTER ENERSUN SA LA LUZ I,18W000000000SH3O,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"49,9"
UPLUZ2,LA LUZ II,ALTER ENERSUN SA LA LUZ II,18W000000000SH4M,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"49,8"
UPLUZ3,LA LUZ III,ALTER ENERSUN V,18W000000000SH6I,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"17,7"
UPLUZ4,LA LUZ IV,ALTER ENERSUN LA LUZ IV,18W000000000SH5K,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"17,7"
UPLUZ5,LA LUZ V,ALTER ENERSUN LA LUZ V,18W000000000SH7G,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"17,7"
UPLUZ6,LA LUZ VI,ALTER ENERSUN LA LUZ VI,18W000000000SH8E,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"19,2"
UPLUZ7,LALUZVII,ALTER ENERSUN LA LUZ VII,18W000000000SH9C,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"19,2"
UPLUZ8,ALTER ENER,ALTER ENERSUN SA,18W000000000SH2Q,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"3,3"
UPMACHO,UP MACHOS,UP LOS MACHOS,18W000000000RXB1,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"44,0"
UPMADER,MADERUELO ,COGENERACIN MADERUELO MYTA,18W000000000QGDF,Derivados del petróleo ó carbón,Venta,España,SZR,Generación,IGNIS,"1,2"
UPMAJAS,LAS MAJAS ,UP LAS MAJAS,18W000000000RDHC,Eólica terrestre,Venta,España,IGE ,Generación,IGNIS,"113,3"
UPMALAB,MALABRIGO ,UP FV MALABRIGO,18W000000000QQTR,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"43,5"
UPMAMB,UPMAMBAR,UP FV MAMBAR,18W000000000VFKL,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"32,3"
UPMANZ1,MANZA1,MANZANARES I,18W000000000RDUN,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"31,5"
UPMANZT,MANZTIERRA,UP MANZTIERRA I,18W000000000RYQ5,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"30,0"
UPMAY,UPMAY,UPMAY,18W000000000TI6B,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"5,8"
UPMBEC,UPMBECERRI,UP MONTE BECERRIL,18W000000000U3ZV,Eólica terrestre,Venta,España,SZR,Generación,IGNIS,"19,2"
UPMESF,UPMESF,UPMESF,18W000000000UQ7I,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,0"
UPMIRA,UPMIRAVETE,UP PE MIRAVETE,18W000000000U9CM,Eólica terrestre,Venta,España,SZR,Generación,IGNIS,"30,0"
UPMOC,UPMOC,UPMOC,18W000000000VE0R,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"1,1"
UPMONC,MONCA,SPK MONCLOVA,18W000000000PRDN,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"40,0"
UPMONCA,UP MONCAYO,MOLINOS DEL MONCAYO SL,18W000000000QGBJ,Eólica terrestre,Venta,España,SZR,Generación,IGNIS,"96,0"
UPMONEG,UP MONEGRO,MONEGROS SOLAR SA,18W000000000QGCH,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"46,1"
UPMRA,UPMRA,UPMRA,18W000000000S5W2,Eólica terrestre,Venta,España,SZR,Generación,GNRA,"9,3"
UPMUD1,UPMUD1,UPMUD1,18W000000000U9M2,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"38,5"
UPMUD2,UPMUD2,UPMUD2,18W000000000UCMU,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"56,9"
UPMUGA2,LA MUGA II,UP LA MUGA II,18W000000000RDAQ,Eólica terrestre,Venta,España,IGE ,Generación,IGNIS,"49,4"
UPMUGA3,LA MUGA 3,UP LA MUGA III,18W000000000RDBO,Eólica terrestre,Venta,España,IGE ,Generación,IGNIS,"30,4"
UPMUGAI,LA MUGA I,UP LA MUGA I,18W000000000RD9S,Eólica terrestre,Venta,España,IGE ,Generación,IGNIS,"15,0"
UPMYSB,UPMYSB,UPMYSB,18W000000000VDW3,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"0,9"
UPNAVIC,LA NAVICA,PE LA NAVICA,18W000000000Q2XH,Eólica terrestre,Venta,España,IGS ,Generación,IGNIS,"30,0"
UPNGA,UPNGA,UPNGA,18W000000000UY8T,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"5,8"
UPNIEB,UPNIEB,UPNIEB,18W000000000TPF9,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"42,0"
UPNIEST,UPINIESTA,UP PARQUE ELICO INIESTA SLU,18W000000000RWEZ,Eólica terrestre,Venta,España,IGS ,Generación,IGNIS,"50,0"
UPOLI,UPOLI,UPOLI,18W000000000UY9R,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,0"
UPOLIVA,UP OLIVARE,UP OLIVARES MATRIX,18W000000000QOFO,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"44,0"
UPOLM2,UPOLM2,UPOLM2,18W000000000VBZ3,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"10,0"
UPONDA,ONDA,COGENERACIN ONDA,18W000000000QGED,Gas Natural Cogeneración,Venta,España,SZR,Generación,IGNIS,"4,8"
UPONDA1,ONDA 1,COGENERACIN ONDA 2,18W000000000QGK1,Gas Natural Cogeneración,Venta,España,SZR,Generación,IGNIS,"4,4"
UPOUBAS,UPOUBASM,ENERGIAS AMBIENTALES DE OUTES SLU OUTES-BARRIGO -MBARDA,18W000000000QTOS,Eólica terrestre,Venta,España,SZR,Generación,IGNIS,"3,0"
UPOWER,UPOWER,UPOWER,18W000000000UYAP,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"1,1"
UPOZO,UPOZO,UPOZO,18W000000000VE1P,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"3,5"
UPPAL,UPPAL,UPPAL,18W000000000UOEA,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,7"
UPPATO,UP PATO,UP PATO SOLAR,18W000000000SOVL,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"95,6"
UPPED,UPPED,UPPED,18W000000000UJHJ,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"3,7"
UPPEP3,UPPEPINO3,UP PEPINO 3,18W000000000SS9G,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"3,0"
UPPICON,UP PICON,UP PSFV PICN,18W000000000ROM6,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"34,3"
UPPIO,UPPIO,UPPIO,18W000000000UJJF,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"8,5"
UPPIRI,UPPIRI,UPPIRI,18W000000000UPZ2,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"3,0"
UPPIRON,RIO PIRON,COG RIO PIRON,18W000000000QGFB,Híbrida renovable-térmica no renovable,Venta,España,SZR,Unidades hibridas,IGNIS,"9,9"
UPPIZA,UPPIZANA,UP PIZANA SOLAR,18W000000000UP1X,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"45,0"
UPPORTI,PORTILLO,UP PORTILLO,18W000000000RDEI,Eólica terrestre,Venta,España,IGE ,Generación,IGNIS,"82,8"
UPPOWER,FV POWER,SFV POWER ELECTRONICS,18W000000000Q1N3,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"3,6"
UPPRIOH,UPPRIOH,UPPRIOH,18W000000000R77D,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"42,0"
UPPSAL,UPPIEDRA,UP PIEDRA DE LA SAL,18W000000000UHMF,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"43,5"
UPPTCHA,UP PTCHA,PORTOCHAO UP RO,18WUPPTCHA-123-G,Hidráulica UGH,Venta,España,SZR,Generación,LUM1,"0,1"
UPPTDIS,UP PTDIS,UP RO PTDIS,18WUPPTDIS-123-L,Hidráulica UGH,Venta,España,SZR,Generación,LUM1,"0,5"
UPQLL,UPQLL,UPQLL,18W000000000RN1E,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"50,0"
UPQUALI,QUALICAPS,QUALICAPS,18W000000000TQMT,Gas Natural Cogeneración,Venta,España,SZR,Generación,LMER,"2,0"
UPQUIJO,MUNERA I,PE MUNERA I,18W000000000Q2VL,Eólica terrestre,Venta,España,SZR,Generación,IGNIS,"39,6"
UPRADON,RADONA,PE CERROS DE RADONA,18W000000000Q314,Eólica terrestre,Venta,España,IGS ,Generación,IGNIS,"40,0"
UPRASC,UPRASCON,UP RASCON SOLAR,18W000000000US5G,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"44,0"
UPRCIER,UPRENCIERZ,UP RENOVABLES DEL CIERZO SLU,18W000000000QSL0,Eólica terrestre,Venta,España,IGS ,Generación,IGNIS,"134,6"
UPREBEN,UPREBENTO,UPREBENTO,18W000000000SNSU,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"4,3"
UPRETA,UPRETAMA,UP RETAMA SOLAR,18W000000000T52L,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"46,2"
UPRIT,UPRIT,UPRIT,18W000000000UJKD,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"7,5"
UPROCI1,FVROCIO 1,ROLWIND HUELVA 1 SLU,18W000000000Q09Y,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"46,0"
UPROCI3,FVROCIO3,ROLWIND HUELVA 3 SLU,18W000000000Q0BU,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"19,0"
UPRODRI,RODRIGO 2,UP FV DON RODRIGO II,18W000000000QPGJ,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"40,8"
UPRTD,UPRTD,UPRTD,18W000000000RRUI,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"41,2"
UPRTT,UPRTT,UPRTT,18W000000000RRXC,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"41,2"
UPRTU,UPRTU,UPRTU,18W000000000RRZ8,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"41,2"
UPRUE1,UPRUEDA1,UP RUEDA SOLAR 1,18W000000000U06O,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"27,0"
UPRUE2,UPRUEDA2,UP RUEDA SOLAR 2,18W000000000U08K,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"20,6"
UPRUE3,UPRUEDA3,UP PE RUEDA 3,18W000000000TZ33,Eólica terrestre,Venta,España,SZR,Generación,IGNIS,"45,0"
UPRUE4,UPRUEDAW1,UP RUEDA WIND 1,18W000000000UUQ5,Eólica terrestre,Venta,España,SZR,Generación,IGNIS,"45,0"
UPRUE5,UPRUEDAW2,UP RUEDA WIND 2,18W000000000UUS1,Eólica terrestre,Venta,España,SZR,Generación,IGNIS,"45,0"
UPSALG,UPSALGUERO,UP SALGUERO EOLICA,18W000000000U41M,Eólica terrestre,Venta,España,SZR,Generación,IGNIS,"31,0"
UPSALI2,UPSALINET2,UPSALINETES,18W000000000SNN3,Solar fotovoltaica,Venta,España,SZR,Generación,IGNIS,"4,7"
UPSASO,UPSASO,UPSASO,18W000000000UPY4,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"3,2"
UPSDAF,UPSDAF,UPSDAF,18W000000000UQ0W,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,0"
UPSDNF,UPSDNF,UPSDNF,18W000000000UQ2S,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"1,5"
UPSERBA,UP SERBAL,UP SERBAL SOLAR,18W000000000SNK9,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"138,6"
UPSERRE,UPSERRE,UPSERRE,18W000000000TH7C,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"6,0"
UPSFR,UPSFR,UPSFR,18W000000000S63K,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"2,5"
UPSICF,UPSICF,UPSICF,18W000000000UQ1U,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"1,1"
UPSIG,UPSIG,UPSIG,18W000000000U8DN,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"3,0"
UPSILI,UPSILI,UPSILI,18W000000000UWKB,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"1,8"
UPSJUCA,UP SJUCAR,UP SALTOS JUCAR,18WUPSJUCA-123-Z,Hidráulica UGH,Venta,España,SZR,Generación,SJUCA,"0,5"
UPSLN,UPSLN,UPSLN,18W000000000T06S,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"17,5"
UPSOCO,UPSOCOVOS,UP SOCOVOS,18W000000000T3SC,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"19,4"
UPSOLI,UPSOLIEDRA,UP PE SOLIEDRA,18W000000000SRNS,Eólica terrestre,Venta,España,IGS ,Generación,IGNIS,"21,0"
UPSON1,UPSON1,UPSON1,18W000000000TTB5,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"7,7"
UPSON2,UPSON2,UPSON2,18W000000000TTC3,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"26,8"
UPSON3,UPSON3,UPSON3,18W000000000TTD1,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"24,2"
UPSON4,UPSON4,UPSON4,18W000000000TTFY,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"19,2"
UPSON5,UPSON5,UPSON5,18W000000000TUR7,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"16,6"
